"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.96971143494174e-36,1.10404242844932,0.576,0.142,1.04385368161122e-31,"36h","RPH3A"
5.71910241777478e-35,0.686922576936109,1,0.783,8.56549969110129e-31,"36h","DUSP5"
4.3690196413268e-34,0.89100563919432,0.43,0.06,6.54348071681515e-30,"36h","FOXN4"
5.69846607605442e-34,1.09788070303698,0.442,0.068,8.5345926421067e-30,"36h","IKZF1"
6.70963854002793e-34,0.717805286359353,1,0.855,1.00490256413998e-29,"36h","FAIM"
9.21329793226508e-34,0.909721137480229,0.43,0.058,1.37987563131534e-29,"36h","FOXF2"
2.5374997217401e-33,0.999606219544214,0.843,0.394,3.80041333325015e-29,"36h","EPHB3"
8.82378176906637e-33,0.703675510812067,0.988,0.836,1.32153779555307e-28,"36h","KDR"
1.36051350577808e-32,0.729033491184629,1,0.775,2.03764107760383e-28,"36h","LGR4"
2.46878655835359e-32,0.54353254474629,0.994,0.862,3.69750162844617e-28,"36h","LYZ"
2.96383496738445e-32,0.950223938454024,0.901,0.336,4.43893563065168e-28,"36h","SHISA6"
4.03061810213235e-32,1.02801046499875,0.901,0.481,6.03665673156362e-28,"36h","CKAP2L"
4.03691611578923e-32,1.11163996113507,0.727,0.212,6.04608926661752e-28,"36h","OAS1"
4.06713106699717e-32,0.969693174522682,0.523,0.106,6.09134219904166e-28,"36h","LGALS12"
5.5494960767511e-32,0.911791234005021,0.919,0.464,8.31148027415013e-28,"36h","SRC"
7.09004213306867e-32,0.915763029560268,0.878,0.428,1.0618756102697e-27,"36h","CMTM7"
7.92102925588363e-32,0.962135379499695,0.884,0.406,1.18633255165369e-27,"36h","PPAPDC1A"
1.38010909575974e-31,0.620752478347903,0.977,0.872,2.06698939271937e-27,"36h","SLC36A2"
1.58815721548907e-31,1.10508190318752,0.651,0.208,2.37858306163798e-27,"36h","NTM"
3.02139799733758e-31,0.957738356155424,0.576,0.133,4.5251477806125e-27,"36h","COL6A5"
4.91893063914067e-31,0.920894068442928,0.983,0.565,7.36708241824098e-27,"36h","RND3"
5.32778936140938e-31,0.760957740605549,0.983,0.669,7.97943012658283e-27,"36h","CMTM3"
6.02199089122071e-31,0.866522585408075,0.971,0.631,9.01913575778126e-27,"36h","KIAA1462"
6.6213133091826e-31,0.782719361338456,0.988,0.753,9.91674094316279e-27,"36h","PIK3R1"
1.24979381773808e-30,0.786984253434819,0.983,0.778,1.87181620082633e-26,"36h","ROR1"
1.62991563971254e-30,0.566379808893451,1,0.84,2.44112465359747e-26,"36h","INSIG1"
2.04845495823229e-30,0.825907017337848,0.988,0.536,3.0679709909445e-26,"36h","HS3ST3A1"
2.65811463217269e-30,0.970881407102213,0.663,0.196,3.98105828460504e-26,"36h","ITGA1"
2.95553623403832e-30,1.14547616130094,0.616,0.177,4.42650661771919e-26,"36h","OGN"
3.33199956791098e-30,0.941329334106162,0.808,0.346,4.99033575286028e-26,"36h","PPAN"
4.92298100213854e-30,0.641990451074246,0.983,0.751,7.37314864690289e-26,"36h","SLC25A37"
9.41482171173478e-30,1.01104028352586,0.395,0.058,1.41005784776652e-25,"36h","PYGO1"
9.68292049825846e-30,1.05747528531993,0.535,0.125,1.45021100302417e-25,"36h","ISL1"
1.41332782392814e-29,1.07433348082687,0.581,0.155,2.11674108189717e-25,"36h","HRASLS5"
1.54685590839368e-29,0.998421278555592,0.843,0.363,2.31672609400122e-25,"36h","MAF"
1.65309317200911e-29,0.681953010826281,0.988,0.773,2.47583764371804e-25,"36h","MID1"
1.78316619301282e-29,0.565753689598271,0.988,0.828,2.6706480072753e-25,"36h","IGFBP4"
1.89258027620889e-29,0.990817260133654,0.785,0.307,2.83451747967806e-25,"36h","SLC1A3"
2.31060726585125e-29,0.848854990147349,0.895,0.469,3.46059650206542e-25,"36h","SNAI1"
2.39346105032036e-29,0.631186368234783,0.297,0.024,3.58468661506481e-25,"36h","PTCHD2"
2.41330506517575e-29,0.739257353334771,0.802,0.304,3.61440699611372e-25,"36h","ADRA2C"
2.42787018915297e-29,0.729791718387396,0.971,0.683,3.63622118229441e-25,"36h","IGSF3"
3.00113495805299e-29,0.728751784049582,0.994,0.797,4.49479982667596e-25,"36h","LIPG"
3.60376743581531e-29,0.552502246724917,0.977,0.814,5.39736248862059e-25,"36h","H2AFY2"
5.22211664359016e-29,0.95123347821007,0.866,0.43,7.82116409710499e-25,"36h","SETBP1"
5.72924076133733e-29,0.912167415734002,0.279,0.019,8.58068388825493e-25,"36h","SH2D4B"
6.02011993301053e-29,1.03774005656458,0.762,0.338,9.01633362366988e-25,"36h","C14orf37"
1.35229560560107e-28,1.16241871028832,0.616,0.188,2.02533312850872e-24,"36h","OMD"
1.48384139496408e-28,0.7190000495653,0.971,0.689,2.2223492572377e-24,"36h","LBH"
2.00967791341029e-28,0.770289535614084,0.407,0.067,3.00989461091459e-24,"36h","WNT11"
2.09738936863993e-28,0.754304523971675,1,0.626,3.14126005741203e-24,"36h","LHX1"
2.12775906356176e-28,0.843519239125366,0.977,0.618,3.18674474949645e-24,"36h","PELI2"
2.41543682802238e-28,0.54247926142854,0.977,0.846,3.61759973732912e-24,"36h","RHBG"
2.72395027810109e-28,1.00571610799521,0.721,0.271,4.079660331512e-24,"36h","LYPD6"
3.37011923375939e-28,0.860963919511531,0.971,0.534,5.04742757640143e-24,"36h","ZEB2"
3.44100467326029e-28,1.03177621557453,0.517,0.135,5.15359269914193e-24,"36h","STAB2"
5.45078338333598e-28,0.520744217013553,1,0.94,8.16363827322229e-24,"36h","ROCK2"
7.87079540335925e-28,0.526797482112648,0.994,0.875,1.17880902756112e-23,"36h","C9orf3"
8.91469687028246e-28,0.634959696481177,0.948,0.718,1.3351541502622e-23,"36h","AKR1D1"
9.46094215463139e-28,0.894829050347836,0.919,0.621,1.41696530649914e-23,"36h","CA12"
1.05391836433991e-27,0.744981656344063,0.971,0.688,1.57845353427188e-23,"36h","DOCK4"
2.13883272510202e-27,0.970077769769825,0.814,0.384,3.20332977238529e-23,"36h","PTPRM"
4.20312828147111e-27,0.851294441782373,0.901,0.456,6.29502522715928e-23,"36h","DOK4"
5.89761332432655e-27,0.606812108608286,0.971,0.775,8.83285547584387e-23,"36h","VENTX"
6.44716634146073e-27,0.763117041378176,0.512,0.126,9.65592102960574e-23,"36h","NKX2-5"
6.49184639172676e-27,0.650470451996444,0.988,0.79,9.72283834088917e-23,"36h","GRWD1"
7.19697180472728e-27,0.722032140258136,0.372,0.058,1.077890467194e-22,"36h","ATOH8"
8.09614959762585e-27,0.827000146606089,0.89,0.498,1.21256032523642e-22,"36h","PTCH1"
1.05983018266169e-26,0.544538303228031,0.965,0.785,1.58730766457241e-22,"36h","AATF"
1.34315766890438e-26,0.754875144823349,0.326,0.041,2.01164724071808e-22,"36h","MESP2"
1.38830661525696e-26,0.830775282413053,0.994,0.572,2.07926681767034e-22,"36h","NRP1"
1.57554455233828e-26,0.581662668019134,0.994,0.817,2.35969307603704e-22,"36h","ELL2"
2.08417772435087e-26,0.885035675596929,0.564,0.152,3.1214729777603e-22,"36h","PSKH2"
2.25981675848764e-26,0.548201399935029,1,0.858,3.38452755918694e-22,"36h","GTSE1"
2.359364917257e-26,0.817375137455542,0.779,0.316,3.53362083657581e-22,"36h","GATA2"
2.38646272674127e-26,0.855127518870963,0.657,0.22,3.5742052258404e-22,"36h","EMILIN2"
2.8382617890225e-26,0.654159763269215,0.965,0.756,4.250864681419e-22,"36h","TMEM131"
2.95407773164059e-26,1.03719744707273,0.68,0.251,4.42432221867811e-22,"36h","ANKRD44"
3.53617718768032e-26,0.669390788793055,0.948,0.693,5.29613257398881e-22,"36h","SOX7"
3.76047037466145e-26,0.517566111106257,0.994,0.845,5.63205648013045e-22,"36h","CDH23"
4.05113831580345e-26,0.876014590425047,0.686,0.249,6.06738985557883e-22,"36h","STRA6"
4.58783870023666e-26,0.950595268108463,0.802,0.509,6.87120602134444e-22,"36h","MYO3B"
5.66949021448335e-26,0.847813477300729,0.5,0.121,8.49119549423171e-22,"36h","PRIMA1"
8.74745273807524e-26,0.610472902972711,0.994,0.87,1.31010599658153e-21,"36h","CLDN11"
8.82502065628709e-26,0.562020493472716,1,0.908,1.32172334369212e-21,"36h","NEK2"
1.22028349769261e-25,0.862188819444587,0.837,0.567,1.82761859449422e-21,"36h","MLPH"
1.35836806860301e-25,0.711040998197063,0.971,0.609,2.03442785634673e-21,"36h","GATA3"
1.36957069083966e-25,0.621341946858621,0.983,0.739,2.05120602367056e-21,"36h","HERPUD1"
1.77603080684859e-25,0.846444360433454,0.494,0.123,2.65996133941713e-21,"36h","ECM2"
2.33666642087998e-25,0.739396806269703,0.965,0.706,3.49962529855194e-21,"36h","EGF"
4.73052278475599e-25,0.648720635056687,0.953,0.734,7.08490397472905e-21,"36h","GAL3ST4"
5.12428263440103e-25,0.625094840050386,1,0.708,7.67463810154242e-21,"36h","PITX2"
6.35800082976155e-25,0.943347253607388,0.634,0.23,9.52237784273388e-21,"36h","SPON1"
8.3145332222061e-25,0.787596229333465,0.924,0.539,1.24526764068981e-20,"36h","DNAJC11"
9.4314162607137e-25,0.708683198239336,1,0.625,1.41254321336709e-20,"36h","GATA6"
9.67550273522217e-25,0.898923970257726,0.826,0.341,1.44910004465422e-20,"36h","SLC46A3"
9.80374786886002e-25,0.799552639364377,0.837,0.365,1.46830731831916e-20,"36h","ADCY10"
9.86502267936203e-25,0.641433096885362,0.971,0.72,1.47748444668805e-20,"36h","HIC2"
1.30868484636268e-24,0.771374087696482,0.419,0.089,1.96001729439739e-20,"36h","NRN1L"
1.3149664152841e-24,0.621853172094192,0.988,0.759,1.96942520017099e-20,"36h","ZMIZ1"
1.88913360709882e-24,0.779688409179275,0.895,0.505,2.8293554033519e-20,"36h","TCHP"
2.31250016684368e-24,0.919853759930342,0.785,0.37,3.46343149988177e-20,"36h","MFSD1"
2.86135579758994e-24,0.655253697642171,0.977,0.783,4.28545257805046e-20,"36h","CASC5"
3.01471853695167e-24,0.777721023060094,0.733,0.3,4.51514395279252e-20,"36h","EFNB1"
3.26901284091987e-24,0.688089484636492,1,0.666,4.8960005318457e-20,"36h","DLC1"
3.96282165456317e-24,0.897074262115159,0.622,0.235,5.93511799203926e-20,"36h","ASPN"
4.0483176546642e-24,0.950211623632064,0.738,0.343,6.06316535139057e-20,"36h","SYNJ1"
4.05821032116921e-24,0.526963541075896,0.971,0.819,6.07798159801512e-20,"36h","KIAA1919"
4.36930149297876e-24,0.808853407999239,0.866,0.375,6.54390284603429e-20,"36h","LEF1"
6.35755483032686e-24,0.905373129217394,0.57,0.189,9.52170986938053e-20,"36h","PGF"
6.62472898325262e-24,0.581743868511053,0.494,0.125,9.92185659821745e-20,"36h","SCARF2"
7.69123005055226e-24,0.567829502538759,0.988,0.753,1.15191552467121e-19,"36h","CDC20"
8.76575930834982e-24,0.501672040814821,0.959,0.816,1.31284777161155e-19,"36h","OR51E2"
9.06462755134581e-24,0.547540922539048,0.948,0.756,1.35760926836506e-19,"36h","APOBEC3A"
1.4335026255652e-23,0.768967551998773,0.599,0.193,2.146956882309e-19,"36h","CNTNAP3"
1.50199123590892e-23,0.692913504046913,0.872,0.462,2.2495322740208e-19,"36h","SMAD6"
1.58468030863806e-23,0.747809498703916,0.843,0.432,2.37337569824722e-19,"36h","TRABD"
1.84989920113586e-23,0.916826199529293,0.762,0.372,2.77059403354117e-19,"36h","TC2N"
2.11445417209033e-23,0.538111368771005,0.971,0.73,3.16681801353968e-19,"36h","ACSL6"
2.33816204420137e-23,0.774713010916243,0.884,0.536,3.50186529360039e-19,"36h","TAF3"
2.52435924879135e-23,0.78146541769533,0.814,0.399,3.78073284691481e-19,"36h","PPP1R15A"
2.64099111832367e-23,0.843994272833957,0.872,0.413,3.95541239791337e-19,"36h","PRICKLE1"
2.95395123258758e-23,0.831702538684228,0.517,0.147,4.42413276104641e-19,"36h","GRAP2"
3.18755040891926e-23,0.500186429810449,0.965,0.828,4.77399424743838e-19,"36h","SAFB"
4.7202371113673e-23,0.882463597702845,0.448,0.108,7.06949912169481e-19,"36h","FMOD"
4.86502682541691e-23,0.655267668103071,0.89,0.618,7.2863506764269e-19,"36h","SUSD5"
5.409480064285e-23,0.839324911657338,0.663,0.265,8.10177829227964e-19,"36h","CTU2"
5.41627523215594e-23,0.884233816259111,0.733,0.299,8.11195541519995e-19,"36h","RASGRP3"
7.07969726406058e-23,0.844327359362078,0.5,0.143,1.06032625923835e-18,"36h","TMEM54"
7.54357137085334e-23,0.661201401525683,0.942,0.713,1.1298006842127e-18,"36h","ICK"
9.03036525624162e-23,0.666109306004262,0.913,0.674,1.35247780442731e-18,"36h","NOP14"
1.23978906258992e-22,0.925646761689818,0.477,0.138,1.85683207904093e-18,"36h","SLC35G1"
1.38050063515653e-22,0.597958409978503,1,0.855,2.06757580127394e-18,"36h","MCC"
1.40559749004484e-22,0.63866812635136,0.965,0.679,2.10516336084015e-18,"36h","FLNC"
1.73740304415173e-22,0.60642144853234,0.983,0.695,2.60210853922605e-18,"36h","ZNF649"
1.9219474408355e-22,0.623976447031841,0.977,0.712,2.87850068213933e-18,"36h","PLK1"
2.0333075756233e-22,0.792364133999508,0.866,0.495,3.04528475601101e-18,"36h","EPHB2"
2.16049680531758e-22,0.835427051373558,0.855,0.49,3.23577606532414e-18,"36h","CTSK"
2.19276574727329e-22,0.542615343846784,0.994,0.765,3.2841052596912e-18,"36h","LAIR1"
2.21927879505231e-22,0.792237801892297,0.744,0.311,3.32381385134985e-18,"36h","PDE10A"
2.62362366776652e-22,0.757083673892275,0.93,0.555,3.92940116721392e-18,"36h","CEP152"
3.03226874325845e-22,0.707897728813853,0.297,0.043,4.54142889677819e-18,"36h","PID1"
3.7601419556651e-22,0.623656846935265,0.983,0.734,5.63156460699961e-18,"36h","SALL1"
4.43048286043591e-22,0.594354532394971,0.988,0.763,6.63553418007487e-18,"36h","BCAR3"
4.65197055126445e-22,0.688390948868726,0.605,0.218,6.96725629462877e-18,"36h","C1orf159"
5.62636387301638e-22,0.924001728024175,0.587,0.253,8.42660517261664e-18,"36h","P2RY6"
5.75681579519704e-22,0.781653379643772,0.872,0.534,8.6219830164666e-18,"36h","MGAT5"
5.77905251183638e-22,0.799943510926267,0.831,0.382,8.65528694697735e-18,"36h","CXCR7"
5.87979760811771e-22,0.718141249704232,0.837,0.476,8.80617287767789e-18,"36h","SCARB1"
6.12357249174247e-22,0.767896815149723,0.715,0.29,9.17127452088269e-18,"36h","HLX"
6.17443334328619e-22,0.788554812785336,0.831,0.418,9.24744881823972e-18,"36h","C17orf53"
6.54623680553332e-22,0.632183006006731,0.919,0.674,9.80429886364726e-18,"36h","RNASEH2B"
7.33021037778566e-22,0.855966908355895,0.808,0.392,1.09784560828096e-17,"36h","PBK"
7.43757426473464e-22,0.610928803834267,0.93,0.708,1.11392549762931e-17,"36h","C6orf132"
7.52862018478395e-22,0.756667755992944,0.884,0.411,1.12756144507509e-17,"36h","ZAP70"
7.76324115611931e-22,0.592983521219245,0.953,0.758,1.16270062795199e-17,"36h","GNAI1"
1.50110194989258e-21,0.551192752076201,0.983,0.886,2.24820039035412e-17,"36h","CEP135"
1.56066249171664e-21,0.505350370606569,0.977,0.802,2.33740421384401e-17,"36h","SLC16A4"
1.94037713327068e-21,0.903132649544917,0.703,0.302,2.90610283249949e-17,"36h","TMEM154"
2.31522370780868e-21,0.759771233038345,0.878,0.575,3.46751054718506e-17,"36h","CEP55"
2.82735790638352e-21,0.536941211295317,0.959,0.701,4.23453393639059e-17,"36h","PIWIL2"
3.92481320790292e-21,0.616518768141816,0.448,0.118,5.8781927414762e-17,"36h","ADORA1"
4.37888106907124e-21,0.758489762482652,0.913,0.555,6.558250177148e-17,"36h","EPHA4"
4.7288740355743e-21,0.539936675514263,1,0.889,7.08243464307963e-17,"36h","PER2"
5.04732186679551e-21,0.828444465977799,0.767,0.382,7.55937395989963e-17,"36h","TSHZ3"
6.07441189390679e-21,0.523089146283444,0.942,0.741,9.0976466935042e-17,"36h","STAC2"
6.1655899756003e-21,0.883103026176791,0.506,0.159,9.23420410645656e-17,"36h","LRRC32"
6.18184524064023e-21,0.614410375133972,0.977,0.727,9.25854961690687e-17,"36h","PDPK1"
6.70651673045226e-21,0.914132218641806,0.657,0.317,1.00443501071983e-16,"36h","SLC5A12"
8.28526160730744e-21,0.523350583258149,0.977,0.787,1.24088363092643e-16,"36h","HS6ST1"
1.32014395481434e-20,0.672786399577499,0.407,0.099,1.97717960112544e-16,"36h","CFC1"
1.51685852442694e-20,0.848452366605346,0.634,0.254,2.27179901203422e-16,"36h","HEY2"
1.56226308866215e-20,0.666166857652476,0.785,0.362,2.33980142788931e-16,"36h","RAI1"
1.65148825147e-20,0.623589279685759,0.977,0.695,2.47343395422662e-16,"36h","NETO2"
1.72059443606747e-20,0.764994336798267,0.436,0.119,2.57693428689825e-16,"36h","CHRNA3"
2.01860918088709e-20,0.574064428107378,0.994,0.804,3.0232709702146e-16,"36h","FUT8"
2.35674599467945e-20,0.795428207747281,0.791,0.401,3.52969847623141e-16,"36h","CCDC150"
2.76489991186626e-20,0.500594943577723,0.983,0.804,4.1409905980021e-16,"36h","PCNT"
3.42810658277738e-20,0.602879063724759,0.919,0.654,5.13427522902568e-16,"36h","C20orf27"
4.281564397332e-20,0.613809938467276,0.89,0.538,6.41249899788413e-16,"36h","KCNG1"
4.76475483044459e-20,0.582323755897376,1,0.782,7.13617330955686e-16,"36h","ID2"
5.11612726155743e-20,0.571729913114491,0.994,0.771,7.66242379963457e-16,"36h","BCL11A"
5.14159163527927e-20,0.729674784892087,0.971,0.498,7.70056179215776e-16,"36h","MYOCD"
5.48443610758226e-20,0.863050155051634,0.541,0.193,8.21403995832596e-16,"36h","PCDH19"
5.68955224001915e-20,0.508284163013258,1,0.852,8.52124238987668e-16,"36h","CGNL1"
6.32383717303595e-20,0.608297932696582,0.942,0.662,9.47121093405594e-16,"36h","VARS"
6.39257036616705e-20,0.815502137220085,0.75,0.372,9.57415263740838e-16,"36h","NETO1"
6.5365895217377e-20,0.543752843549782,0.936,0.672,9.78985012670656e-16,"36h","TAT"
6.72728204874096e-20,0.58874278062403,0.901,0.655,1.00754503243993e-15,"36h","BRMS1"
6.8611426975054e-20,0.537493909837898,0.977,0.78,1.02759334180538e-15,"36h","PPP4R2"
8.06724021112592e-20,0.517965560356689,0.971,0.776,1.20823056642033e-15,"36h","UBTF"
9.59525152481787e-20,0.765907371438561,0.773,0.384,1.43708082087197e-15,"36h","CSGALNACT2"
1.04422000225293e-19,0.597279619138544,0.983,0.759,1.56392829737422e-15,"36h","ETV6"
1.19370689133106e-19,0.516286415036056,0.913,0.662,1.78781481114654e-15,"36h","GPR1"
1.30325453893609e-19,0.716251439157781,0.837,0.488,1.95188432296458e-15,"36h","AFAP1"
1.47739969804884e-19,0.504468034209843,0.523,0.169,2.21270152776775e-15,"36h","DPPA3"
1.51556412431212e-19,0.750815822458825,0.686,0.29,2.26986038898226e-15,"36h","SUV39H1"
1.72349100405708e-19,0.676823163183076,0.907,0.631,2.58127247677629e-15,"36h","FAM171A1"
1.72997746380183e-19,0.75784932203381,0.971,0.486,2.590987247536e-15,"36h","ALPK2"
1.87390093983045e-19,0.768253587671682,0.762,0.367,2.80654143758406e-15,"36h","NTN4"
1.98687666021026e-19,0.516153830085188,0.983,0.805,2.97574517399691e-15,"36h","RIOK1"
1.99853146725919e-19,0.859577870112624,0.674,0.314,2.99320057851409e-15,"36h","ZNF407"
2.1835666687708e-19,0.556752685171668,1,0.768,3.27032779981803e-15,"36h","ENC1"
2.26253823922305e-19,0.548928165335028,0.919,0.652,3.38860352088436e-15,"36h","C4orf26"
2.28854493656577e-19,0.681591330426127,0.977,0.594,3.42755375149456e-15,"36h","GATA4"
2.6834926805016e-19,0.542885958932182,0.901,0.63,4.01906698758725e-15,"36h","KCNH6"
3.33654457117724e-19,0.658137148684451,0.855,0.474,4.99714280425215e-15,"36h","IER5"
3.71692955813738e-19,0.662990981541728,0.86,0.609,5.56684539922236e-15,"36h","QRFPR"
3.87544373743367e-19,0.520362616180404,0.959,0.85,5.80425208555441e-15,"36h","SORBS1"
4.35227410496743e-19,0.782797118965882,0.587,0.235,6.51840092700971e-15,"36h","CENPA"
4.46959976801675e-19,0.704982979033799,0.663,0.3,6.69411957255869e-15,"36h","ATAD3B"
4.48002921656011e-19,0.542960540411007,0.93,0.691,6.70973975764207e-15,"36h","CHIC2"
4.62983426584092e-19,0.555171500661041,0.977,0.77,6.93410277994994e-15,"36h","KIAA1524"
4.6551380582576e-19,0.888595016565548,0.436,0.133,6.97200026985241e-15,"36h","SOGA3"
5.41020515961934e-19,0.725842048194935,0.86,0.481,8.10286426756189e-15,"36h","MYO5B"
5.66136014434069e-19,0.869571314371673,0.593,0.232,8.47901908817905e-15,"36h","CD44"
6.46960080759541e-19,0.685373569880287,0.279,0.048,9.68952112953565e-15,"36h","FAM9B"
7.12929387656544e-19,0.529009719559131,0.988,0.751,1.06775434389321e-14,"36h","NAV2"
7.28468627369981e-19,0.629823645665207,0.349,0.077,1.09102746321202e-14,"36h","LYPD6B"
7.87512353314652e-19,0.54681403322626,0.953,0.744,1.17945725155935e-14,"36h","TIMM44"
7.88583683193237e-19,0.715467964060219,0.89,0.551,1.18106178231851e-14,"36h","AKAP2"
8.80436599118679e-19,0.744596105090071,0.837,0.491,1.31862989450005e-14,"36h","ABCC4"
8.97893713299872e-19,0.51554808778373,0.936,0.648,1.34477541440922e-14,"36h","IRAK2"
9.70149101579981e-19,0.751506718103659,0.744,0.346,1.45299230943634e-14,"36h","PCDH17"
1.03574699893559e-18,0.571864584040073,0.983,0.747,1.55123828030584e-14,"36h","ABLIM1"
1.08463033777246e-18,0.676581556699084,0.587,0.227,1.62445085688181e-14,"36h","MEX3B"
1.09623850487651e-18,0.523414815873789,0.936,0.727,1.64183640875355e-14,"36h","ITPA"
1.20504571881209e-18,0.552222762958615,0.936,0.701,1.80479697306487e-14,"36h","LTB4R"
1.20719330031511e-18,0.591173131771303,0.953,0.696,1.80801340588194e-14,"36h","LPCAT1"
1.26720470698848e-18,0.608781745874235,0.971,0.744,1.89789248965664e-14,"36h","ODZ4"
1.32670062474636e-18,0.728909964118716,0.57,0.206,1.98699952568262e-14,"36h","KIAA1024"
1.34491771994984e-18,0.525549587038071,0.994,0.778,2.01428326916888e-14,"36h","MYC"
1.37138303900922e-18,0.828979967832604,0.64,0.282,2.05392037752411e-14,"36h","PRKG1"
1.4694823827425e-18,0.672750774474085,0.436,0.125,2.20084376463344e-14,"36h","TBX20"
1.58454279052265e-18,0.56868982099613,0.93,0.727,2.37316973736578e-14,"36h","ZSCAN22"
1.66731803267718e-18,0.525725909292587,0.948,0.729,2.49714221754062e-14,"36h","C5orf55"
1.68780787052784e-18,0.666377183413036,0.988,0.592,2.52782984768954e-14,"36h","NCAM1"
1.72557261662448e-18,0.607479813853363,0.93,0.638,2.58439010791848e-14,"36h","DHX38"
1.76416742116942e-18,0.509639899870026,0.907,0.638,2.64219354668544e-14,"36h","FAM153B"
2.11209147534342e-18,0.589752863274384,0.483,0.143,3.16327940262185e-14,"36h","GREB1L"
2.29535960566871e-18,0.510150668499737,0.907,0.635,3.43776008141003e-14,"36h","NMUR1"
2.34156316595754e-18,0.689690187332183,0.814,0.461,3.50695915365461e-14,"36h","MVD"
2.6246366358852e-18,0.758879549868132,0.797,0.398,3.93091828956526e-14,"36h","HOXB3"
2.64790161933488e-18,0.726127400077812,0.43,0.121,3.96576225527784e-14,"36h","RCSD1"
2.72827299998795e-18,0.506625571038211,1,0.915,4.08613447208195e-14,"36h","DCLRE1C"
2.92039488589941e-18,0.708359532097044,0.826,0.447,4.37387542061154e-14,"36h","TAOK3"
3.04809801558998e-18,0.69034868441249,0.855,0.488,4.56513639794911e-14,"36h","NBPF15"
3.14803782463949e-18,0.558725219893296,0.82,0.553,4.71481624996256e-14,"36h","FGB"
3.16550628180647e-18,0.767666073253055,0.837,0.408,4.74097875826155e-14,"36h","PENK"
4.18283733397904e-18,0.544778956089402,0.988,0.715,6.26463547510041e-14,"36h","SNX18"
4.31817540525413e-18,0.747258938214104,0.948,0.527,6.46733130444911e-14,"36h","IFI16"
5.20031088662628e-18,0.766645895677648,0.471,0.152,7.78850561490018e-14,"36h","ST8SIA2"
5.34096739986056e-18,0.700326144494538,0.779,0.358,7.99916687477115e-14,"36h","CCNG2"
5.83628991683202e-18,0.689421972563174,0.82,0.517,8.74101140843932e-14,"36h","KATNB1"
5.95004438244247e-18,0.706171169991301,0.727,0.355,8.91138147158409e-14,"36h","RG9MTD2"
6.01660987007568e-18,0.71218662320655,0.849,0.497,9.01107660241235e-14,"36h","PURA"
6.58217778995341e-18,0.667547643606508,0.855,0.462,9.85812767601321e-14,"36h","SLC36A1"
7.10818034743625e-18,0.701155256351642,0.721,0.36,1.06459217063553e-13,"36h","DUS3L"
7.90968006587563e-18,0.730781312961432,0.657,0.273,1.18463278346619e-13,"36h","CEP128"
8.84541710747175e-18,0.653366317768041,0.959,0.59,1.32477812018604e-13,"36h","ROR2"
9.04669100180618e-18,0.62866553525984,0.692,0.302,1.35492291134051e-13,"36h","COL9A2"
1.09735430749777e-17,0.515954656439738,0.942,0.735,1.64350754633941e-13,"36h","ABHD15"
1.37965160031243e-17,0.774119575137026,0.488,0.176,2.06630420178792e-13,"36h","BACH2"
1.47874268137225e-17,0.649060375923001,0.878,0.553,2.21471291389121e-13,"36h","GOLIM4"
1.57757310200381e-17,0.611575458086796,0.802,0.488,2.3627312348711e-13,"36h","PCSK6"
1.81664616867616e-17,0.606604520719798,0.959,0.7,2.72079096682628e-13,"36h","CYP1B1"
1.95845381515881e-17,0.695391518055998,0.663,0.314,2.93317627896335e-13,"36h","RNF19B"
2.07666470748874e-17,0.504162109488135,0.355,0.089,3.11022073240589e-13,"36h","GLIS1"
2.11374609812041e-17,0.512617511354813,0.988,0.855,3.16575753115494e-13,"36h","ZNF124"
2.21962265423853e-17,0.824784802769497,0.57,0.239,3.32432884925305e-13,"36h","SYNDIG1"
2.2772945924257e-17,0.597443248059595,0.953,0.659,3.41070411107597e-13,"36h","KIF4A"
2.68548405942755e-17,0.574977675001473,0.948,0.771,4.02204947580463e-13,"36h","OBFC2A"
2.77216075207706e-17,0.502027759067334,0.977,0.742,4.15186515838582e-13,"36h","SFMBT2"
2.91970535710385e-17,0.517337714414312,0.953,0.754,4.37284271333444e-13,"36h","HEATR3"
3.10546642262855e-17,0.635989724791311,0.895,0.512,4.65105706117079e-13,"36h","SNX25"
5.19720864367429e-17,0.53330102014621,0.86,0.602,7.78385938563098e-13,"36h","PLA2G4E"
5.32281592624484e-17,0.7376345152571,0.657,0.311,7.9719814127369e-13,"36h","TSPYL2"
5.40496316294337e-17,0.7087889230642,0.657,0.311,8.09501332914028e-13,"36h","ARHGEF10L"
5.77095628920497e-17,0.650390745648793,0.401,0.118,8.64316123434228e-13,"36h","NTRK1"
6.97732937098426e-17,0.645043174929908,0.878,0.52,1.04499461989231e-12,"36h","ESPL1"
7.65788867237217e-17,0.592669620247845,0.256,0.046,1.14692198646118e-12,"36h","AQP3"
8.23491349528274e-17,0.600966092121036,0.709,0.386,1.2333429941885e-12,"36h","TNS4"
8.48587700632311e-17,0.750492800678916,0.529,0.203,1.27092979923701e-12,"36h","PDZRN3"
1.05472163375023e-16,0.525141438098965,0.89,0.619,1.57965659086772e-12,"36h","MRAS"
1.08732515831927e-16,0.63683188127507,0.349,0.089,1.62848688961477e-12,"36h","TNFAIP3"
1.1705240982366e-16,0.631328194796919,0.43,0.137,1.75309394192895e-12,"36h","CLCN2"
